"ITEM","DESCRIPTION","BUSINESS_UNIT","FINANCIAL_BU","STOCK PRIORITY","Sourcing Apr.26","Sourcing May.26","Cambios","Sourcing Jun.26","Cambio"
"24873","BAT18SM6MNV","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"22248","BAT21.33SMST1","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20117","BAT23P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17222","BAT23S","10","Sensors","S","USA to MTY","USA to MTY","0","USA to MTY","0"
"23160","BAT23SM8","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20656","BAT23SM900","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21034","BAT24P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17223","BAT24S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17224","BAT25S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20575","BAT26P","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17831","BAT26S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20736","BAT26SM900","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21539","BAT27SM600","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20155","BAT28S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"23943","BAT28SMCT","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17984","BAT29S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"96009","BAT63ST5TA-VL","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"96010","BAT66ST5TA-VL","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17845","BAT210S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21318","BAT210SM900","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"17939","BAT215S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20678","BAT215SM900","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"64426","BAT220S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"25740","BAT220SM900","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"70635","BAT230S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"22486","BATR.751.8S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"20919","BATR.753S","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"21088","BATR.753SMRA","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"41555","BAVM-4","10","Sensors","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813816","BC-M8F3-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813817","BC-M8F3-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813818","BC-M8F3-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813819","BC-M8F3-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813820","BC-M8F3-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813821","BC-M8F3-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817394","BC-M8F3-24-20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813805","BC-M8F3-M8M3-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813806","BC-M8F3-M8M3-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813807","BC-M8F3-M8M3-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813808","BC-M8F3-M8M3-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813814","BC-M8F3-M8M3-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813815","BC-M8F3-M8M3-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813831","BC-M8F4-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813832","BC-M8F4-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813833","BC-M8F4-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813834","BC-M8F4-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813835","BC-M8F4-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813836","BC-M8F4-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818285","BC-M8F4-G24-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818286","BC-M8F4-G24-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818287","BC-M8F4-G24-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818288","BC-M8F4-G24-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818289","BC-M8F4-G24-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818290","BC-M8F4-G24-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813824","BC-M8F4-M8M4-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813825","BC-M8F4-M8M4-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816287","BC-M8F4-M8M4-24-1.8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813826","BC-M8F4-M8M4-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816286","BC-M8F4-M8M4-24-2.2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816285","BC-M8F4-M8M4-24-2.3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816284","BC-M8F4-M8M4-24-2.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816283","BC-M8F4-M8M4-24-2.7","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816282","BC-M8F4-M8M4-24-3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816281","BC-M8F4-M8M4-24-3.1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816280","BC-M8F4-M8M4-24-3.4","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816279","BC-M8F4-M8M4-24-3.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816278","BC-M8F4-M8M4-24-4","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813827","BC-M8F4-M8M4-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813828","BC-M8F4-M8M4-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813829","BC-M8F4-M8M4-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813830","BC-M8F4-M8M4-24-15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818297","BC-M8F4-M8M4-G24-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818298","BC-M8F4-M8M4-G24-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818299","BC-M8F4-M8M4-G24-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818300","BC-M8F4-M8M4-G24-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818301","BC-M8F4-M8M4-G24-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818302","BC-M8F4-M8M4-G24-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818291","BC-M8F4A-G24-1-HF20","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818292","BC-M8F4A-G24-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818293","BC-M8F4A-G24-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818294","BC-M8F4A-G24-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818295","BC-M8F4A-G24-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818296","BC-M8F4A-G24-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818303","BC-M8F4A-M8M4-G24-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818304","BC-M8F4A-M8M4-G24-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818305","BC-M8F4A-M8M4-G24-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818306","BC-M8F4A-M8M4-G24-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818307","BC-M8F4A-M8M4-G24-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818308","BC-M8F4A-M8M4-G24-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816650","BC-M8F5B-M12M5-U24-0.5","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816651","BC-M8F5B-M12M5-U24-1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816652","BC-M8F5B-M12M5-U24-2","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"813799","BC-M8M3-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813801","BC-M8M3-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813802","BC-M8M3-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813803","BC-M8M3-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813804","BC-M8M3-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813837","BC-M8M4-24-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813838","BC-M8M4-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813839","BC-M8M4-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813840","BC-M8M4-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813841","BC-M8M4-24-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813842","BC-M8M4-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816483","BC-M8M4-24-20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818279","BC-M8M4-G24-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818280","BC-M8M4-G24-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818281","BC-M8M4-G24-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818282","BC-M8M4-G24-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818283","BC-M8M4-G24-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818284","BC-M8M4-G24-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814935","BC-M12F4-22-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814936","BC-M12F4-22-2","80","Connectivity","S","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815128","BC-M12F4-22-2-SF","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814937","BC-M12F4-22-5","80","Connectivity","S","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815129","BC-M12F4-22-5-SF","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814938","BC-M12F4-22-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814939","BC-M12F4-22-10","80","Connectivity","S","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815130","BC-M12F4-22-10-SF","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814940","BC-M12F4-22-15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817590","BC-M12F4-22-20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817591","BC-M12F4-22-25","80","Connectivity","N","CHN to MTY","CHN to MTY","0","SLP to MTY","-1"
"817592","BC-M12F4-22-30","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818243","BC-M12F4-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818244","BC-M12F4-G22-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818245","BC-M12F4-G22-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818246","BC-M12F4-G22-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818247","BC-M12F4-G22-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818248","BC-M12F4-G22-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813988","BC-M12F4-M8M3-24-0.15M","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817504","BC-M12F4-M8M3-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817505","BC-M12F4-M8M3-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817506","BC-M12F4-M8M3-24-3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817507","BC-M12F4-M8M3-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817508","BC-M12F4-M8M3-24-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817458","BC-M12F4-M8M4-24-0.3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817459","BC-M12F4-M8M4-24-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817460","BC-M12F4-M8M4-24-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817461","BC-M12F4-M8M4-24-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817702","BC-M12F4-M12F4-22-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814946","BC-M12F4-M12M4-22-0.3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814947","BC-M12F4-M12M4-22-0.5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813877","BC-M12F4-M12M4-22-0.15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814948","BC-M12F4-M12M4-22-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818529","BC-M12F4-M12M4-22-1-SST","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814949","BC-M12F4-M12M4-22-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818530","BC-M12F4-M12M4-22-2-SST","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814950","BC-M12F4-M12M4-22-3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814951","BC-M12F4-M12M4-22-4","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814952","BC-M12F4-M12M4-22-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818531","BC-M12F4-M12M4-22-5-SST","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814953","BC-M12F4-M12M4-22-6","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814954","BC-M12F4-M12M4-22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818532","BC-M12F4-M12M4-22-10-SST","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816342","BC-M12F4-M12M4-22-11","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817705","BC-M12F4-M12M4-22-12.1","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"817706","BC-M12F4-M12M4-22-13.7","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"814955","BC-M12F4-M12M4-22-15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"817704","BC-M12F4-M12M4-22-16","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"816343","BC-M12F4-M12M4-22-19","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816344","BC-M12F4-M12M4-22-28","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"816345","BC-M12F4-M12M4-22-31","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818255","BC-M12F4-M12M4-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818256","BC-M12F4-M12M4-G22-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818257","BC-M12F4-M12M4-G22-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818258","BC-M12F4-M12M4-G22-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818259","BC-M12F4-M12M4-G22-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818260","BC-M12F4-M12M4-G22-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818489","BC-M12F4-M12M4-U22-1-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818490","BC-M12F4-M12M4-U22-2-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818491","BC-M12F4-M12M4-U22-5-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815136","BC-M12F4-M12M4-U22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818492","BC-M12F4-M12M4-U22-10-CB60","80","Connectivity","N","USA to MTY","SLP to MTY","-1","SLP to MTY","0"
"814966","BC-M12F4-M12M4A-22-0.3","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"813878","BC-M12F4-M12M4A-22-0.15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814967","BC-M12F4-M12M4A-22-1","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814968","BC-M12F4-M12M4A-22-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814969","BC-M12F4-M12M4A-22-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815907","BC-M12F4-M12M4A-22-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814970","BC-M12F4-M12M4A-22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814971","BC-M12F4-M12M4A-22-15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818267","BC-M12F4-M12M4A-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818268","BC-M12F4-M12M4A-G22-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818269","BC-M12F4-M12M4A-G22-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818270","BC-M12F4-M12M4A-G22-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818271","BC-M12F4-M12M4A-G22-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818272","BC-M12F4-M12M4A-G22-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818497","BC-M12F4-M12M4A-U22-1-CB60","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818498","BC-M12F4-M12M4A-U22-2-CB60","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818499","BC-M12F4-M12M4A-U22-5-CB60","80","Connectivity","N","USA to MTY","SLP to MTY","-1","SLP to MTY","0"
"818500","BC-M12F4-M12M4A-U22-10-CB60","80","Connectivity","N","USA to MTY","SLP to MTY","-1","SLP to MTY","0"
"815188","BC-M12F4-MAM4-22-0.2M","80","Connectivity","N","USA to MTY","USA to MTY","0","USA to MTY","0"
"818481","BC-M12F4-U22-1-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818482","BC-M12F4-U22-2-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818483","BC-M12F4-U22-5-CB60","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818484","BC-M12F4-U22-10-CB60","80","Connectivity","N","USA to MTY","USA to MTY","0","SLP to MTY","-1"
"814957","BC-M12F4A-22-2","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815131","BC-M12F4A-22-2-SF","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814958","BC-M12F4A-22-5","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814959","BC-M12F4A-22-8","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814960","BC-M12F4A-22-10","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815132","BC-M12F4A-22-10-SF","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"814961","BC-M12F4A-22-15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818249","BC-M12F4A-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818250","BC-M12F4A-G22-2-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818251","BC-M12F4A-G22-5-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818252","BC-M12F4A-G22-8-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818253","BC-M12F4A-G22-10-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818254","BC-M12F4A-G22-15-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"815917","BC-M12F4A-M12M4-22-0.15","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
"818261","BC-M12F4A-M12M4-G22-1-HF20","80","Connectivity","N","SLP to MTY","SLP to MTY","0","SLP to MTY","0"
